Suburb,Rooms,Type,Price,Postcode,Bathroom,Distance,Landsize,BuildingArea,YearBuilt,Regionname,Propertycount,date_month,zipcode,airbnb_record_count,airbnb_price_mean,airbnb_weekly_price_mean,airbnb_monthly_price_mean,CouncilArea
Abbotsford,2,h,890000.0,3067.0,1.0,2.5,150.0,73.0,1985.0,Northern Metropolitan,4019.0,2016-09-01,3067.0,258.0,130.62403100775194,605.1521739130435,2187.032258064516,Yarra
Abbotsford,4,h,1330000.0,3067.0,2.0,2.5,780.0,135.0,1900.0,Northern Metropolitan,4019.0,2017-03-01,3067.0,258.0,130.62403100775194,605.1521739130435,2187.032258064516,Yarra
Abbotsford,3,t,900000.0,3067.0,2.0,2.5,0.0,,2010.0,Northern Metropolitan,4019.0,2017-03-01,3067.0,258.0,130.62403100775194,605.1521739130435,2187.032258064516,Yarra
Abbotsford,3,u,1090000.0,3067.0,2.0,2.5,4290.0,27.0,,Northern Metropolitan,4019.0,2017-03-01,3067.0,258.0,130.62403100775194,605.1521739130435,2187.032258064516,Yarra
Abbotsford,2,u,500000.0,3067.0,1.0,2.5,0.0,60.0,1970.0,Northern Metropolitan,4019.0,2016-06-01,3067.0,258.0,130.62403100775194,605.1521739130435,2187.032258064516,Yarra
Abbotsford,2,h,1100000.0,3067.0,2.0,2.5,124.0,135.0,2013.0,Northern Metropolitan,4019.0,2016-06-01,3067.0,258.0,130.62403100775194,605.1521739130435,2187.032258064516,Yarra
Abbotsford,2,h,1315000.0,3067.0,1.0,2.5,147.0,85.0,1900.0,Northern Metropolitan,4019.0,2016-11-01,3067.0,258.0,130.62403100775194,605.1521739130435,2187.032258064516,Yarra
Abbotsford,1,u,426000.0,3067.0,1.0,2.5,0.0,,,Northern Metropolitan,4019.0,2016-08-01,3067.0,258.0,130.62403100775194,605.1521739130435,2187.032258064516,Yarra
Abbotsford,3,h,1447500.0,3067.0,3.0,2.5,166.0,174.0,2012.0,Northern Metropolitan,4019.0,2016-08-01,3067.0,258.0,130.62403100775194,605.1521739130435,2187.032258064516,Yarra
Abbotsford,1,u,457000.0,3067.0,1.0,2.5,0.0,50.0,,Northern Metropolitan,4019.0,2016-08-01,3067.0,258.0,130.62403100775194,605.1521739130435,2187.032258064516,Yarra
Abbotsford,2,h,1135000.0,3067.0,2.0,2.5,98.0,128.0,1920.0,Northern Metropolitan,4019.0,2016-08-01,3067.0,258.0,130.62403100775194,605.1521739130435,2187.032258064516,Yarra
Abbotsford,4,h,1542000.0,3067.0,3.0,2.5,0.0,,,Northern Metropolitan,4019.0,2016-09-01,3067.0,258.0,130.62403100775194,605.1521739130435,2187.032258064516,Yarra
Abbotsford,3,h,1290000.0,3067.0,2.0,2.5,147.0,18.0,,Northern Metropolitan,4019.0,2017-02-01,3067.0,258.0,130.62403100775194,605.1521739130435,2187.032258064516,Yarra
Abbotsford,3,h,1290000.0,3067.0,1.0,2.5,168.0,124.0,1950.0,Northern Metropolitan,4019.0,2017-02-01,3067.0,258.0,130.62403100775194,605.1521739130435,2187.032258064516,Yarra
Abbotsford,1,u,470000.0,3067.0,1.0,2.5,0.0,50.0,2013.0,Northern Metropolitan,4019.0,2016-07-01,3067.0,258.0,130.62403100775194,605.1521739130435,2187.032258064516,Yarra
Abbotsford,2,h,1180000.0,3067.0,1.0,2.5,162.0,91.0,1900.0,Northern Metropolitan,4019.0,2016-11-01,3067.0,258.0,130.62403100775194,605.1521739130435,2187.032258064516,Yarra
Abbotsford,3,h,1195000.0,3067.0,2.0,2.5,120.0,128.0,1998.0,Northern Metropolitan,4019.0,2016-11-01,3067.0,258.0,130.62403100775194,605.1521739130435,2187.032258064516,Yarra
Abbotsford,2,h,1012500.0,3067.0,1.0,2.5,182.0,82.0,1900.0,Northern Metropolitan,4019.0,2016-05-01,3067.0,258.0,130.62403100775194,605.1521739130435,2187.032258064516,Yarra
Abbotsford,2,h,1030000.0,3067.0,1.0,2.5,172.0,81.0,1930.0,Northern Metropolitan,4019.0,2016-07-01,3067.0,258.0,130.62403100775194,605.1521739130435,2187.032258064516,Yarra
Airport West,3,t,840000.0,3042.0,2.0,13.5,303.0,225.0,2016.0,Western Metropolitan,3464.0,2016-03-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,3,h,730000.0,3042.0,2.0,13.5,0.0,145.0,1965.0,Western Metropolitan,3464.0,2016-03-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,3,h,770000.0,3042.0,2.0,13.5,0.0,145.0,1965.0,Western Metropolitan,3464.0,2017-04-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,2,h,603000.0,3042.0,1.0,13.5,272.0,84.0,1950.0,Western Metropolitan,3464.0,2017-04-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,3,t,700000.0,3042.0,2.0,13.5,239.0,134.0,2009.0,Western Metropolitan,3464.0,2017-04-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,3,h,600000.0,3042.0,1.0,13.5,290.0,116.0,1980.0,Western Metropolitan,3464.0,2017-04-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,2,u,500000.0,3042.0,1.0,13.5,168.0,86.0,2011.0,Western Metropolitan,3464.0,2017-04-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,3,h,720000.0,3042.0,1.0,13.5,620.0,,,Western Metropolitan,3464.0,2016-06-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,4,h,785000.0,3042.0,1.0,13.5,597.0,127.0,,Western Metropolitan,3464.0,2016-06-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,6,h,725000.0,3042.0,3.0,13.5,976.0,186.0,1980.0,Western Metropolitan,3464.0,2016-07-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,2,t,450000.0,3042.0,1.0,13.5,110.0,90.0,2015.0,Western Metropolitan,3464.0,2016-07-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,2,u,515000.0,3042.0,1.0,13.5,141.0,73.0,2013.0,Western Metropolitan,3464.0,2016-07-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,2,u,530000.0,3042.0,1.0,13.5,120.0,94.0,2012.0,Western Metropolitan,3464.0,2016-10-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,3,h,895000.0,3042.0,1.0,13.5,1063.0,133.0,1975.0,Western Metropolitan,3464.0,2016-10-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,3,h,805000.0,3042.0,1.0,13.5,0.0,105.0,1950.0,Western Metropolitan,3464.0,2016-10-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,3,u,752000.0,3042.0,1.0,13.5,265.0,130.0,1993.0,Western Metropolitan,3464.0,2017-11-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,2,u,440000.0,3042.0,1.0,13.5,192.0,,,Western Metropolitan,3464.0,2016-08-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,5,h,755000.0,3042.0,2.0,13.5,596.0,,,Western Metropolitan,3464.0,2016-05-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,3,t,700000.0,3042.0,2.0,13.5,165.0,133.0,2009.0,Western Metropolitan,3464.0,2016-10-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,3,h,830000.0,3042.0,1.0,13.5,971.0,113.0,1960.0,Western Metropolitan,3464.0,2016-04-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,2,u,462500.0,3042.0,1.0,13.5,164.0,,2003.0,Western Metropolitan,3464.0,2016-07-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,3,h,670000.0,3042.0,2.0,13.5,657.0,,,Western Metropolitan,3464.0,2016-07-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,2,h,675000.0,3042.0,1.0,13.5,612.0,100.0,1975.0,Western Metropolitan,3464.0,2016-07-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,3,h,1042000.0,3042.0,2.0,13.5,612.0,174.0,1950.0,Western Metropolitan,3464.0,2016-07-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,3,h,910000.0,3042.0,1.0,13.5,775.0,,,Western Metropolitan,3464.0,2016-09-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,4,h,773000.0,3042.0,3.0,13.5,531.0,309.0,1980.0,Western Metropolitan,3464.0,2016-09-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,3,h,810000.0,3042.0,3.0,13.5,555.0,192.0,1980.0,Western Metropolitan,3464.0,2017-03-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,3,h,715000.0,3042.0,2.0,13.5,422.0,126.0,1995.0,Western Metropolitan,3464.0,2017-03-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,3,h,790000.0,3042.0,1.0,13.5,614.0,,,Western Metropolitan,3464.0,2017-03-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,3,t,540000.0,3042.0,2.0,13.5,161.0,101.0,2010.0,Western Metropolitan,3464.0,2016-06-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,3,t,825000.0,3042.0,2.0,13.5,293.0,102.0,1960.0,Western Metropolitan,3464.0,2016-11-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,3,h,685000.0,3042.0,1.0,13.5,579.0,113.0,1975.0,Western Metropolitan,3464.0,2016-05-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,3,h,805000.0,3042.0,1.0,13.5,623.0,,,Western Metropolitan,3464.0,2016-08-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,2,u,510000.0,3042.0,1.0,13.5,141.0,76.0,,Western Metropolitan,3464.0,2016-08-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,3,h,612000.0,3042.0,2.0,13.5,212.0,,,Western Metropolitan,3464.0,2016-08-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,3,h,662000.0,3042.0,1.0,13.5,612.0,,,Western Metropolitan,3464.0,2016-04-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,4,h,978000.0,3042.0,3.0,13.5,532.0,,,Western Metropolitan,3464.0,2016-09-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,3,h,720000.0,3042.0,1.0,13.5,585.0,,,Western Metropolitan,3464.0,2017-02-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,4,h,765000.0,3042.0,1.0,13.5,509.0,,,Western Metropolitan,3464.0,2016-11-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Airport West,4,h,900000.0,3042.0,2.0,13.5,628.0,146.0,1975.0,Western Metropolitan,3464.0,2016-11-01,3042.0,35.0,81.57142857142857,568.2,1800.75,Moonee Valley
Albert Park,2,h,1275000.0,3206.0,1.0,3.3,120.0,82.0,1900.0,Southern Metropolitan,3280.0,2016-03-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,2,h,1455000.0,3206.0,1.0,3.3,159.0,,,Southern Metropolitan,3280.0,2016-03-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,3,h,2850000.0,3206.0,2.0,3.3,211.0,198.0,1890.0,Southern Metropolitan,3280.0,2017-04-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,3,h,1850000.0,3206.0,2.0,3.3,128.0,133.0,1890.0,Southern Metropolitan,3280.0,2017-04-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,2,h,1436000.0,3206.0,1.0,3.3,130.0,81.0,1900.0,Southern Metropolitan,3280.0,2017-04-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,2,h,1110000.0,3206.0,1.0,3.3,147.0,,1900.0,Southern Metropolitan,3280.0,2016-06-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,2,h,1550000.0,3206.0,1.0,3.3,167.0,,,Southern Metropolitan,3280.0,2016-07-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,4,h,2300000.0,3206.0,2.0,3.3,153.0,180.0,1880.0,Southern Metropolitan,3280.0,2016-07-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,3,t,1550000.0,3206.0,2.0,3.3,718.0,,,Southern Metropolitan,3280.0,2016-07-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,3,h,1800000.0,3206.0,2.0,3.3,132.0,159.0,1996.0,Southern Metropolitan,3280.0,2016-07-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,2,h,2120000.0,3206.0,1.0,3.3,199.0,107.0,1900.0,Southern Metropolitan,3280.0,2016-10-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,3,h,1800000.0,3206.0,1.0,3.3,253.0,,,Southern Metropolitan,3280.0,2016-10-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,3,h,1800000.0,3206.0,2.0,3.3,90.0,122.0,1900.0,Southern Metropolitan,3280.0,2016-10-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,2,h,1810000.0,3206.0,1.0,3.3,240.0,,,Southern Metropolitan,3280.0,2016-10-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,3,h,2615000.0,3206.0,2.0,3.3,177.0,181.0,1880.0,Southern Metropolitan,3280.0,2016-10-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,5,h,2100000.0,3206.0,2.0,3.3,237.0,,,Southern Metropolitan,3280.0,2016-10-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,3,h,1300000.0,3206.0,1.0,3.3,129.0,,,Southern Metropolitan,3280.0,2016-10-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,3,h,1370000.0,3206.0,2.0,3.3,0.0,85.0,2000.0,Southern Metropolitan,3280.0,2016-12-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,2,h,1000000.0,3206.0,1.0,3.3,288.0,,,Southern Metropolitan,3280.0,2016-12-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,3,h,2575000.0,3206.0,2.0,3.3,228.0,,,Southern Metropolitan,3280.0,2016-10-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,2,h,1322500.0,3206.0,1.0,3.3,149.0,98.0,1890.0,Southern Metropolitan,3280.0,2016-10-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,2,h,1562500.0,3206.0,1.0,3.3,141.0,83.0,1890.0,Southern Metropolitan,3280.0,2016-10-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,3,h,2000000.0,3206.0,2.0,3.3,211.0,147.0,1900.0,Southern Metropolitan,3280.0,2016-04-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,3,h,1900000.0,3206.0,1.0,3.3,209.0,,1900.0,Southern Metropolitan,3280.0,2017-03-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,3,h,3010000.0,3206.0,2.0,3.3,147.0,146.0,1890.0,Southern Metropolitan,3280.0,2017-03-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,4,h,2800000.0,3206.0,3.0,3.3,327.0,254.0,1910.0,Southern Metropolitan,3280.0,2016-06-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,2,u,647000.0,3206.0,1.0,3.3,0.0,,,Southern Metropolitan,3280.0,2016-05-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,3,h,2100000.0,3206.0,1.0,3.3,120.0,123.0,1900.0,Southern Metropolitan,3280.0,2016-04-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,3,h,2000000.0,3206.0,1.0,3.3,238.0,131.0,1890.0,Southern Metropolitan,3280.0,2016-09-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,1,u,442500.0,3206.0,1.0,3.3,0.0,34.0,1970.0,Southern Metropolitan,3280.0,2017-02-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,2,h,1340000.0,3206.0,1.0,3.3,136.0,,,Southern Metropolitan,3280.0,2017-02-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,3,h,1801000.0,3206.0,1.0,3.3,202.0,,,Southern Metropolitan,3280.0,2017-02-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,3,h,1532000.0,3206.0,3.0,3.3,0.0,,,Southern Metropolitan,3280.0,2016-07-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,4,h,2140000.0,3206.0,2.0,3.3,183.0,145.0,1880.0,Southern Metropolitan,3280.0,2016-06-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,2,h,1750000.0,3206.0,1.0,3.3,162.0,,,Southern Metropolitan,3280.0,2016-11-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,2,h,980000.0,3206.0,1.0,3.3,79.0,68.0,1890.0,Southern Metropolitan,3280.0,2016-05-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,3,h,2030000.0,3206.0,2.0,3.3,152.0,,,Southern Metropolitan,3280.0,2016-08-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,3,h,1740000.0,3206.0,2.0,3.3,147.0,134.0,1890.0,Southern Metropolitan,3280.0,2016-08-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,3,h,2800000.0,3206.0,3.0,3.3,0.0,,,Southern Metropolitan,3280.0,2016-07-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Albert Park,1,h,985000.0,3206.0,1.0,3.3,81.0,54.0,1900.0,Southern Metropolitan,3280.0,2016-07-01,3206.0,122.0,229.41803278688525,1187.4,3734.0,Port Phillip
Alphington,4,h,2000000.0,3078.0,2.0,6.4,853.0,263.0,1930.0,Northern Metropolitan,2211.0,2016-03-01,3078.0,74.0,111.20270270270271,605.0,2233.875,Port Phillip
Alphington,3,h,1110000.0,3078.0,2.0,6.4,208.0,,2013.0,Northern Metropolitan,2211.0,2016-03-01,3078.0,74.0,111.20270270270271,605.0,2233.875,Port Phillip
Alphington,3,h,1492000.0,3078.0,2.0,6.4,411.0,,,Northern Metropolitan,2211.0,2017-04-01,3078.0,74.0,111.20270270270271,605.0,2233.875,Darebin
Alphington,4,h,1717500.0,3078.0,2.0,6.4,599.0,203.0,1925.0,Northern Metropolitan,2211.0,2016-08-01,3078.0,74.0,111.20270270270271,605.0,2233.875,Yarra
Alphington,5,h,2840000.0,3078.0,4.0,6.4,809.0,165.0,1910.0,Northern Metropolitan,2211.0,2016-12-01,3078.0,74.0,111.20270270270271,605.0,2233.875,Darebin
Alphington,2,u,525500.0,3078.0,1.0,6.4,88.0,60.0,1960.0,Northern Metropolitan,2211.0,2016-12-01,3078.0,74.0,111.20270270270271,605.0,2233.875,Darebin
Alphington,2,t,805000.0,3078.0,2.0,6.4,155.0,140.0,2004.0,Northern Metropolitan,2211.0,2016-12-01,3078.0,74.0,111.20270270270271,605.0,2233.875,Darebin
Alphington,2,u,465000.0,3078.0,1.0,6.4,0.0,,,Northern Metropolitan,2211.0,2016-12-01,3078.0,74.0,111.20270270270271,605.0,2233.875,Darebin
Alphington,3,h,2000000.0,3078.0,3.0,6.4,686.0,,,Northern Metropolitan,2211.0,2016-10-01,3078.0,74.0,111.20270270270271,605.0,2233.875,Darebin
Alphington,3,h,1540000.0,3078.0,1.0,6.4,592.0,,,Northern Metropolitan,2211.0,2016-04-01,3078.0,74.0,111.20270270270271,605.0,2233.875,Darebin
Alphington,2,u,820000.0,3078.0,1.0,6.4,183.0,,,Northern Metropolitan,2211.0,2017-03-01,3078.0,74.0,111.20270270270271,605.0,2233.875,Darebin
Alphington,4,h,1830000.0,3078.0,2.0,6.4,606.0,112.0,1970.0,Northern Metropolitan,2211.0,2016-11-01,3078.0,74.0,111.20270270270271,605.0,2233.875,Darebin
Alphington,4,h,2100000.0,3078.0,2.0,6.4,575.0,271.0,2008.0,Northern Metropolitan,2211.0,2016-11-01,3078.0,74.0,111.20270270270271,605.0,2233.875,Darebin
Alphington,3,h,865000.0,3078.0,1.0,6.4,180.0,131.0,2010.0,Northern Metropolitan,2211.0,2016-05-01,3078.0,74.0,111.20270270270271,605.0,2233.875,Darebin
Alphington,2,u,390000.0,3078.0,1.0,6.4,0.0,60.0,1960.0,Northern Metropolitan,2211.0,2016-05-01,3078.0,74.0,111.20270270270271,605.0,2233.875,Darebin
Alphington,2,t,650000.0,3078.0,1.0,6.4,0.0,,,Northern Metropolitan,2211.0,2016-09-01,3078.0,74.0,111.20270270270271,605.0,2233.875,Darebin
Alphington,2,u,512000.0,3078.0,1.0,6.4,0.0,61.0,1965.0,Northern Metropolitan,2211.0,2017-02-01,3078.0,74.0,111.20270270270271,605.0,2233.875,Darebin
Alphington,3,h,1165000.0,3078.0,1.0,6.4,979.0,,,Northern Metropolitan,2211.0,2016-06-01,3078.0,74.0,111.20270270270271,605.0,2233.875,Yarra
Alphington,4,h,1900000.0,3078.0,2.0,6.4,556.0,272.0,1930.0,Northern Metropolitan,2211.0,2016-11-01,3078.0,74.0,111.20270270270271,605.0,2233.875,Darebin
Alphington,3,h,1485000.0,3078.0,1.0,6.4,597.0,,,Northern Metropolitan,2211.0,2016-08-01,3078.0,74.0,111.20270270270271,605.0,2233.875,Yarra
Alphington,4,h,1950000.0,3078.0,2.0,6.4,589.0,210.0,1920.0,Northern Metropolitan,2211.0,2016-07-01,3078.0,74.0,111.20270270270271,605.0,2233.875,Yarra
Altona,3,h,520000.0,3018.0,2.0,13.8,352.0,242.0,2015.0,Western Metropolitan,5301.0,2016-03-01,3018.0,37.0,85.62162162162163,732.5,1550.5,Darebin
Altona,5,h,1525000.0,3018.0,3.0,13.8,729.0,268.0,2005.0,Western Metropolitan,5301.0,2016-03-01,3018.0,37.0,85.62162162162163,732.5,1550.5,Darebin
Altona,2,t,720000.0,3018.0,1.0,13.8,292.0,125.0,2013.0,Western Metropolitan,5301.0,2016-04-01,3018.0,37.0,85.62162162162163,732.5,1550.5,Hobsons Bay
Altona,3,h,1120000.0,3018.0,1.0,13.8,506.0,120.0,1930.0,Western Metropolitan,5301.0,2017-04-01,3018.0,37.0,85.62162162162163,732.5,1550.5,Hobsons Bay
Altona,4,h,780000.0,3018.0,1.0,13.8,655.0,,,Western Metropolitan,5301.0,2016-04-01,3018.0,37.0,85.62162162162163,732.5,1550.5,Hobsons Bay
